card_id,user_id,created_at,card_type,status,plan_type
card_000121,u_00102,2023-03-19T00:00:00,virtual,active,free
card_000122,u_00103,2023-10-13T00:00:00,virtual,active,free
card_000123,u_00104,2023-08-12T00:00:00,virtual,blocked,free
card_000124,u_00105,2024-08-07T00:00:00,virtual,active,smart
card_000125,u_00105,2024-08-12T00:00:00,physical,active,smart
card_000126,u_00106,2023-09-10T00:00:00,virtual,active,free
card_000127,u_00107,2024-02-25T00:00:00,virtual,active,free
card_000128,u_00108,2023-04-08T00:00:00,virtual,cancelled,free
card_000129,u_00109,2024-11-05T00:00:00,virtual,active,free
card_000130,u_00110,2024-01-02T00:00:00,virtual,active,smart
card_000131,u_00110,2023-12-29T00:00:00,physical,active,smart
card_000132,u_00111,2024-02-29T00:00:00,virtual,active,free
card_000133,u_00112,2023-02-28T00:00:00,virtual,active,metal
card_000134,u_00113,2023-03-08T00:00:00,virtual,blocked,smart
card_000135,u_00114,2023-12-15T00:00:00,virtual,active,free
card_000136,u_00115,2023-09-12T00:00:00,virtual,active,free
card_000137,u_00116,2023-07-18T00:00:00,virtual,active,smart
card_000138,u_00116,2023-07-18T00:00:00,physical,blocked,smart
card_000139,u_00117,2023-05-28T00:00:00,virtual,active,free
card_000140,u_00118,2023-07-12T00:00:00,virtual,active,free
card_000141,u_00119,2024-04-19T00:00:00,virtual,active,free
card_000142,u_00120,2023-03-23T00:00:00,virtual,blocked,metal
card_000143,u_00121,2024-07-17T00:00:00,virtual,active,free
card_000144,u_00122,2023-02-26T00:00:00,virtual,active,free
card_000145,u_00123,2023-04-11T00:00:00,virtual,blocked,free
card_000146,u_00124,2023-06-25T00:00:00,virtual,active,free
card_000147,u_00125,2024-05-15T00:00:00,virtual,active,metal
card_000148,u_00125,2024-05-13T00:00:00,physical,blocked,metal
card_000149,u_00126,2023-08-07T00:00:00,virtual,active,free
card_000150,u_00127,2023-03-06T00:00:00,virtual,cancelled,metal
card_000151,u_00128,2024-01-27T00:00:00,virtual,active,free
card_000152,u_00129,2024-02-09T00:00:00,virtual,active,free
card_000153,u_00130,2024-04-13T00:00:00,virtual,active,metal
card_000154,u_00130,2024-04-10T00:00:00,physical,active,metal
card_000155,u_00131,2024-03-11T00:00:00,virtual,active,metal
card_000156,u_00132,2023-06-13T00:00:00,virtual,active,free
card_000157,u_00133,2023-11-01T00:00:00,virtual,active,smart
card_000158,u_00133,2023-11-02T00:00:00,physical,active,smart
card_000159,u_00134,2023-03-05T00:00:00,virtual,active,smart
card_000160,u_00134,2023-03-02T00:00:00,physical,active,smart
card_000161,u_00135,2023-11-20T00:00:00,virtual,blocked,free
card_000162,u_00136,2023-02-25T00:00:00,virtual,active,free
card_000163,u_00137,2024-06-03T00:00:00,virtual,active,free
card_000164,u_00138,2023-03-05T00:00:00,virtual,active,free
card_000165,u_00139,2023-07-14T00:00:00,virtual,blocked,smart
card_000166,u_00140,2024-09-04T00:00:00,virtual,active,smart
card_000167,u_00141,2024-11-27T00:00:00,virtual,active,free
card_000168,u_00142,2024-02-23T00:00:00,virtual,active,free
card_000169,u_00143,2024-08-07T00:00:00,virtual,active,free
card_000170,u_00144,2024-08-16T00:00:00,virtual,active,smart
card_000171,u_00144,2024-08-20T00:00:00,physical,active,smart
card_000172,u_00145,2024-09-27T00:00:00,virtual,active,free
card_000173,u_00146,2024-03-06T00:00:00,virtual,active,free
card_000174,u_00147,2023-09-30T00:00:00,virtual,cancelled,free
card_000175,u_00148,2024-11-20T00:00:00,virtual,blocked,free
card_000176,u_00149,2023-09-03T00:00:00,virtual,active,smart
card_000177,u_00149,2023-09-07T00:00:00,physical,active,smart
card_000178,u_00150,2024-02-14T00:00:00,virtual,active,free
card_000179,u_00151,2024-11-18T00:00:00,virtual,active,free
card_000180,u_00152,2024-04-16T00:00:00,virtual,active,free
card_000181,u_00153,2023-03-18T00:00:00,virtual,blocked,free
card_000182,u_00154,2024-04-17T00:00:00,virtual,active,smart
card_000183,u_00155,2023-03-22T00:00:00,virtual,active,smart
card_000184,u_00156,2024-06-04T00:00:00,virtual,blocked,free
card_000185,u_00157,2023-05-20T00:00:00,virtual,active,free
card_000186,u_00158,2023-03-12T00:00:00,virtual,active,smart
card_000187,u_00158,2023-03-12T00:00:00,physical,active,smart
card_000188,u_00159,2024-01-14T00:00:00,virtual,active,free
card_000189,u_00160,2023-06-15T00:00:00,virtual,active,free
card_000190,u_00161,2024-07-13T00:00:00,virtual,active,free
card_000191,u_00162,2024-09-18T00:00:00,virtual,active,free
card_000192,u_00163,2024-11-14T00:00:00,virtual,active,free
card_000193,u_00164,2024-11-11T00:00:00,virtual,active,free
card_000194,u_00165,2023-05-21T00:00:00,virtual,active,free
card_000195,u_00166,2023-05-04T00:00:00,virtual,active,free
card_000196,u_00167,2024-07-20T00:00:00,virtual,active,free
card_000197,u_00168,2023-10-10T00:00:00,virtual,active,free
card_000198,u_00169,2024-09-14T00:00:00,virtual,active,free
card_000199,u_00170,2023-12-19T00:00:00,virtual,active,metal
card_000200,u_00170,2023-12-19T00:00:00,physical,active,metal
card_000201,u_00171,2024-10-12T00:00:00,virtual,active,free
card_000202,u_00172,2024-06-04T00:00:00,virtual,active,free
card_000203,u_00173,2023-09-18T00:00:00,virtual,active,free
card_000204,u_00174,2023-04-05T00:00:00,virtual,active,free
card_000205,u_00175,2023-10-15T00:00:00,virtual,active,free
card_000206,u_00176,2023-01-04T00:00:00,virtual,active,free
card_000207,u_00177,2023-05-16T00:00:00,virtual,active,free
card_000208,u_00178,2023-06-17T00:00:00,virtual,active,smart
card_000209,u_00178,2023-06-20T00:00:00,physical,active,smart
card_000210,u_00179,2024-07-19T00:00:00,virtual,blocked,free
card_000211,u_00180,2024-07-28T00:00:00,virtual,active,free
card_000212,u_00181,2023-04-29T00:00:00,virtual,active,free
card_000213,u_00182,2023-06-06T00:00:00,virtual,active,free
card_000214,u_00183,2024-01-18T00:00:00,virtual,active,free
card_000215,u_00184,2024-03-17T00:00:00,virtual,active,free
card_000216,u_00185,2023-02-15T00:00:00,virtual,active,free
card_000217,u_00186,2024-01-10T00:00:00,virtual,active,smart
card_000218,u_00187,2024-01-07T00:00:00,virtual,active,free
card_000219,u_00188,2024-11-30T00:00:00,virtual,cancelled,free
card_000220,u_00189,2024-11-17T00:00:00,virtual,active,free
card_000221,u_00190,2024-01-03T00:00:00,virtual,active,smart
card_000222,u_00190,2024-01-01T00:00:00,physical,cancelled,smart
card_000223,u_00191,2024-09-28T00:00:00,virtual,active,free
card_000224,u_00192,2023-09-01T00:00:00,virtual,active,smart
card_000225,u_00193,2023-07-01T00:00:00,virtual,active,free
card_000226,u_00194,2023-01-30T00:00:00,virtual,active,smart
card_000227,u_00195,2023-12-09T00:00:00,virtual,active,smart
card_000228,u_00195,2023-12-12T00:00:00,physical,active,smart
card_000229,u_00196,2024-11-19T00:00:00,virtual,cancelled,free
card_000230,u_00197,2023-10-04T00:00:00,virtual,active,free
card_000231,u_00198,2023-04-22T00:00:00,virtual,active,free
card_000232,u_00199,2023-02-10T00:00:00,virtual,active,free
card_000233,u_00200,2023-08-20T00:00:00,virtual,active,smart
card_000234,u_00200,2023-08-20T00:00:00,physical,active,smart
card_000235,u_00201,2024-04-17T00:00:00,virtual,active,free
card_000236,u_00202,2023-11-11T00:00:00,virtual,active,metal
card_000237,u_00203,2023-08-22T00:00:00,virtual,active,metal
card_000238,u_00203,2023-08-22T00:00:00,physical,active,metal
card_000239,u_00204,2024-11-11T00:00:00,virtual,active,smart
card_000240,u_00205,2024-02-17T00:00:00,virtual,active,free
card_000241,u_00206,2023-10-17T00:00:00,virtual,active,free
card_000242,u_00207,2023-10-16T00:00:00,virtual,active,free
card_000243,u_00208,2024-10-22T00:00:00,virtual,active,free
card_000244,u_00209,2024-11-28T00:00:00,virtual,blocked,free
card_000245,u_00210,2023-02-02T00:00:00,virtual,active,free
card_000246,u_00211,2023-09-26T00:00:00,virtual,active,free
card_000247,u_00212,2024-08-22T00:00:00,virtual,active,free
card_000248,u_00213,2023-02-13T00:00:00,virtual,active,free
card_000249,u_00214,2024-09-03T00:00:00,virtual,active,free
card_000250,u_00215,2023-12-24T00:00:00,virtual,blocked,free
card_000251,u_00216,2024-03-25T00:00:00,virtual,active,free
card_000252,u_00217,2024-02-02T00:00:00,virtual,blocked,free
card_000253,u_00218,2023-09-22T00:00:00,virtual,active,free
card_000254,u_00219,2024-03-23T00:00:00,virtual,blocked,free
card_000255,u_00220,2024-06-21T00:00:00,virtual,active,free
card_000256,u_00221,2024-01-09T00:00:00,virtual,active,free
card_000257,u_00222,2023-03-15T00:00:00,virtual,active,smart
card_000258,u_00223,2024-09-30T00:00:00,virtual,active,smart
card_000259,u_00223,2024-10-01T00:00:00,physical,blocked,smart
card_000260,u_00224,2024-11-13T00:00:00,virtual,active,smart
card_000261,u_00224,2024-11-15T00:00:00,physical,active,smart
card_000262,u_00225,2023-11-04T00:00:00,virtual,active,free
card_000263,u_00226,2024-11-16T00:00:00,virtual,active,free
card_000264,u_00227,2023-12-01T00:00:00,virtual,active,smart
card_000265,u_00227,2023-12-03T00:00:00,physical,active,smart
card_000266,u_00228,2023-11-03T00:00:00,virtual,active,free
card_000267,u_00229,2023-07-18T00:00:00,virtual,active,free
card_000268,u_00230,2024-11-15T00:00:00,virtual,active,smart
card_000269,u_00230,2024-11-14T00:00:00,physical,active,smart
card_000270,u_00231,2024-11-27T00:00:00,virtual,active,smart
card_000271,u_00231,2024-11-24T00:00:00,physical,active,smart
card_000272,u_00232,2024-09-27T00:00:00,virtual,active,free
card_000273,u_00233,2024-02-20T00:00:00,virtual,active,free
card_000274,u_00234,2023-11-13T00:00:00,virtual,blocked,free
card_000275,u_00235,2023-08-07T00:00:00,virtual,active,free
card_000276,u_00236,2024-08-18T00:00:00,virtual,blocked,smart
card_000277,u_00237,2024-04-22T00:00:00,virtual,blocked,free
card_000278,u_00238,2024-03-28T00:00:00,virtual,active,free
card_000279,u_00239,2024-06-10T00:00:00,virtual,active,free
card_000280,u_00240,2023-06-24T00:00:00,virtual,cancelled,free
card_000281,u_00241,2023-10-18T00:00:00,virtual,cancelled,free
card_000282,u_00242,2023-04-08T00:00:00,virtual,active,smart
card_000283,u_00242,2023-04-07T00:00:00,physical,active,smart
card_000284,u_00243,2024-11-20T00:00:00,virtual,active,smart
card_000285,u_00243,2024-11-21T00:00:00,physical,active,smart
card_000286,u_00244,2023-08-20T00:00:00,virtual,active,free
card_000287,u_00245,2023-06-05T00:00:00,virtual,active,free
card_000288,u_00246,2023-02-19T00:00:00,virtual,active,free
card_000289,u_00247,2024-05-05T00:00:00,virtual,active,smart
card_000290,u_00247,2024-05-06T00:00:00,physical,active,smart
card_000291,u_00248,2024-04-16T00:00:00,virtual,cancelled,smart
card_000292,u_00248,2024-04-11T00:00:00,physical,active,smart
card_000293,u_00249,2024-10-06T00:00:00,virtual,blocked,free
card_000294,u_00250,2024-02-03T00:00:00,virtual,active,metal
card_000295,u_00251,2024-02-18T00:00:00,virtual,active,smart
card_000296,u_00251,2024-02-16T00:00:00,physical,active,smart
card_000297,u_00252,2023-06-01T00:00:00,virtual,active,smart
card_000298,u_00253,2023-04-23T00:00:00,virtual,active,free
card_000299,u_00254,2023-08-17T00:00:00,virtual,active,smart
card_000300,u_00254,2023-08-13T00:00:00,physical,active,smart
card_000301,u_00255,2024-06-18T00:00:00,virtual,active,metal
card_000302,u_00256,2023-02-22T00:00:00,virtual,active,metal
card_000303,u_00257,2023-05-09T00:00:00,virtual,active,smart
card_000304,u_00258,2023-05-20T00:00:00,virtual,active,free
card_000305,u_00259,2024-11-17T00:00:00,virtual,active,free
card_000306,u_00260,2024-03-31T00:00:00,virtual,cancelled,free
card_000307,u_00261,2024-07-20T00:00:00,virtual,active,free
card_000308,u_00262,2023-06-15T00:00:00,virtual,active,free
card_000309,u_00263,2024-04-09T00:00:00,virtual,active,smart
card_000310,u_00263,2024-04-06T00:00:00,physical,cancelled,smart
card_000311,u_00264,2023-09-12T00:00:00,virtual,cancelled,metal
card_000312,u_00264,2023-09-12T00:00:00,physical,active,metal
card_000313,u_00265,2024-06-17T00:00:00,virtual,active,free
card_000314,u_00266,2024-10-07T00:00:00,virtual,active,smart
card_000315,u_00266,2024-10-04T00:00:00,physical,active,smart
card_000316,u_00267,2023-10-13T00:00:00,virtual,blocked,free
card_000317,u_00268,2023-03-26T00:00:00,virtual,active,free
card_000318,u_00269,2023-09-03T00:00:00,virtual,active,metal
card_000319,u_00270,2023-12-14T00:00:00,virtual,active,free
card_000320,u_00271,2024-07-09T00:00:00,virtual,active,free
card_000321,u_00272,2023-05-23T00:00:00,virtual,cancelled,free
card_000322,u_00273,2023-08-30T00:00:00,virtual,active,metal
card_000323,u_00274,2023-06-11T00:00:00,virtual,blocked,free
card_000324,u_00275,2023-03-08T00:00:00,virtual,active,smart
card_000325,u_00276,2024-02-22T00:00:00,virtual,active,smart
card_000326,u_00277,2024-07-14T00:00:00,virtual,active,free
card_000327,u_00278,2024-03-06T00:00:00,virtual,active,smart
card_000328,u_00278,2024-03-03T00:00:00,physical,active,smart
card_000329,u_00279,2023-08-03T00:00:00,virtual,active,free
card_000330,u_00280,2024-02-04T00:00:00,virtual,active,free
card_000331,u_00281,2024-08-17T00:00:00,virtual,blocked,smart
card_000332,u_00282,2024-05-04T00:00:00,virtual,blocked,free
card_000333,u_00283,2023-12-31T00:00:00,virtual,active,smart
card_000334,u_00283,2024-01-01T00:00:00,physical,active,smart
card_000335,u_00284,2024-02-08T00:00:00,virtual,cancelled,smart
card_000336,u_00285,2024-07-09T00:00:00,virtual,cancelled,free
card_000337,u_00286,2024-05-18T00:00:00,virtual,active,smart
card_000338,u_00287,2023-10-10T00:00:00,virtual,active,smart
card_000339,u_00288,2024-05-12T00:00:00,virtual,active,smart
card_000340,u_00289,2024-02-08T00:00:00,virtual,cancelled,free
card_000341,u_00290,2024-11-19T00:00:00,virtual,active,smart
card_000342,u_00290,2024-11-17T00:00:00,physical,active,smart
card_000343,u_00291,2023-06-23T00:00:00,virtual,active,free
card_000344,u_00292,2023-05-13T00:00:00,virtual,active,smart
card_000345,u_00292,2023-05-11T00:00:00,physical,active,smart
card_000346,u_00293,2024-02-11T00:00:00,virtual,active,free
card_000347,u_00294,2023-03-29T00:00:00,virtual,active,free
card_000348,u_00295,2023-05-21T00:00:00,virtual,active,smart
card_000349,u_00295,2023-05-19T00:00:00,physical,blocked,smart
card_000350,u_00296,2023-07-06T00:00:00,virtual,active,free
card_000351,u_00297,2023-09-28T00:00:00,virtual,active,smart
card_000352,u_00297,2023-09-26T00:00:00,physical,active,smart
card_000353,u_00298,2023-12-04T00:00:00,virtual,active,free
card_000354,u_00299,2024-04-11T00:00:00,virtual,blocked,free
card_000355,u_00300,2023-12-16T00:00:00,virtual,active,smart
card_000356,u_00300,2023-12-16T00:00:00,physical,active,smart
card_000357,u_00301,2023-10-17T00:00:00,virtual,active,free
card_000358,u_00302,2023-09-21T00:00:00,virtual,active,smart
card_000359,u_00303,2024-04-30T00:00:00,virtual,active,free
card_000360,u_00304,2024-07-06T00:00:00,virtual,active,smart
card_000361,u_00305,2023-12-29T00:00:00,virtual,blocked,smart
card_000362,u_00305,2023-12-28T00:00:00,physical,active,smart
card_000363,u_00306,2024-10-31T00:00:00,virtual,active,free
card_000364,u_00307,2024-11-03T00:00:00,virtual,active,free
card_000365,u_00308,2023-02-04T00:00:00,virtual,active,smart
card_000366,u_00309,2023-07-28T00:00:00,virtual,active,smart
card_000367,u_00309,2023-07-28T00:00:00,physical,active,smart
card_000368,u_00310,2024-10-03T00:00:00,virtual,active,metal
card_000369,u_00311,2023-09-02T00:00:00,virtual,active,smart
card_000370,u_00312,2024-04-29T00:00:00,virtual,active,free
card_000371,u_00313,2024-07-31T00:00:00,virtual,active,smart
card_000372,u_00314,2024-04-26T00:00:00,virtual,active,smart
card_000373,u_00314,2024-04-22T00:00:00,physical,active,smart
card_000374,u_00315,2024-01-14T00:00:00,virtual,active,free
card_000375,u_00316,2024-09-17T00:00:00,virtual,active,free
card_000376,u_00317,2023-06-17T00:00:00,virtual,active,free
card_000377,u_00318,2023-04-25T00:00:00,virtual,active,smart
card_000378,u_00319,2023-11-16T00:00:00,virtual,active,free
card_000379,u_00320,2024-02-14T00:00:00,virtual,active,free
card_000380,u_00321,2023-03-24T00:00:00,virtual,active,free
card_000381,u_00322,2023-04-17T00:00:00,virtual,active,free
card_000382,u_00323,2024-12-03T00:00:00,virtual,active,free
card_000383,u_00324,2024-08-04T00:00:00,virtual,active,smart
card_000384,u_00324,2024-08-02T00:00:00,physical,active,smart
card_000385,u_00325,2023-12-23T00:00:00,virtual,active,free
card_000386,u_00326,2024-11-08T00:00:00,virtual,active,free
card_000387,u_00327,2023-03-16T00:00:00,virtual,active,smart
card_000388,u_00327,2023-03-13T00:00:00,physical,active,smart
card_000389,u_00328,2023-01-13T00:00:00,virtual,active,free
card_000390,u_00329,2024-05-18T00:00:00,virtual,active,free
card_000391,u_00330,2024-03-24T00:00:00,virtual,active,free
card_000392,u_00331,2024-10-17T00:00:00,virtual,active,smart
card_000393,u_00331,2024-10-15T00:00:00,physical,cancelled,smart
card_000394,u_00332,2023-06-09T00:00:00,virtual,cancelled,free
card_000395,u_00333,2023-07-02T00:00:00,virtual,active,free
card_000396,u_00334,2024-09-27T00:00:00,virtual,active,metal
card_000397,u_00334,2024-09-25T00:00:00,physical,active,metal
card_000398,u_00335,2024-04-23T00:00:00,virtual,blocked,free
card_000399,u_00336,2024-09-03T00:00:00,virtual,active,smart
card_000400,u_00336,2024-09-02T00:00:00,physical,cancelled,smart
card_000401,u_00337,2023-11-27T00:00:00,virtual,active,free
card_000402,u_00338,2023-04-01T00:00:00,virtual,active,smart
card_000403,u_00339,2024-04-08T00:00:00,virtual,active,free
card_000404,u_00340,2024-04-23T00:00:00,virtual,active,free
card_000405,u_00341,2023-12-13T00:00:00,virtual,active,free
card_000406,u_00342,2024-05-24T00:00:00,virtual,active,smart
card_000407,u_00342,2024-05-22T00:00:00,physical,active,smart
card_000408,u_00343,2023-07-11T00:00:00,virtual,active,metal
card_000409,u_00343,2023-07-08T00:00:00,physical,active,metal
card_000410,u_00344,2023-08-06T00:00:00,virtual,active,free
card_000411,u_00345,2023-09-24T00:00:00,virtual,active,free
card_000412,u_00346,2023-10-16T00:00:00,virtual,cancelled,metal
card_000413,u_00347,2024-07-24T00:00:00,virtual,active,smart
card_000414,u_00348,2024-06-15T00:00:00,virtual,active,free
card_000415,u_00349,2023-04-02T00:00:00,virtual,blocked,free
card_000416,u_00350,2024-02-24T00:00:00,virtual,active,free
card_000417,u_00351,2024-07-25T00:00:00,virtual,active,free
card_000418,u_00352,2024-05-03T00:00:00,virtual,active,smart
card_000419,u_00353,2024-04-03T00:00:00,virtual,active,free
card_000420,u_00354,2023-04-06T00:00:00,virtual,active,free
card_000421,u_00355,2023-08-19T00:00:00,virtual,active,free
card_000422,u_00356,2023-09-07T00:00:00,virtual,active,free
card_000423,u_00357,2024-11-10T00:00:00,virtual,active,free
card_000424,u_00358,2024-04-30T00:00:00,virtual,active,free
card_000425,u_00359,2024-03-16T00:00:00,virtual,blocked,free
card_000426,u_00360,2024-01-01T00:00:00,virtual,active,free
card_000427,u_00361,2023-10-06T00:00:00,virtual,active,smart
card_000428,u_00362,2023-09-18T00:00:00,virtual,blocked,smart
card_000429,u_00363,2023-05-05T00:00:00,virtual,active,free
card_000430,u_00364,2023-11-23T00:00:00,virtual,active,free
card_000431,u_00365,2024-07-06T00:00:00,virtual,active,free
card_000432,u_00366,2023-07-19T00:00:00,virtual,active,free
card_000433,u_00367,2024-05-10T00:00:00,virtual,active,metal
card_000434,u_00367,2024-05-10T00:00:00,physical,active,metal
card_000435,u_00368,2024-08-27T00:00:00,virtual,cancelled,free
card_000436,u_00369,2023-04-15T00:00:00,virtual,active,free
card_000437,u_00370,2023-11-01T00:00:00,virtual,active,smart
card_000438,u_00371,2024-01-10T00:00:00,virtual,active,free
card_000439,u_00372,2023-11-06T00:00:00,virtual,active,free
card_000440,u_00373,2024-07-01T00:00:00,virtual,blocked,free
